EP ID,SMILES,Es-Ea (eV),LUMO_sol (eV),HOMO_sol (eV),Dielectric constant of solvents
ep-71559,CCCOC(CC)CC,0.9665316096799172,8.408588534,-7.653744853,1.937
ep-71469,CCCC(CC)OCC,0.913386516843965,8.268994154,-7.601771117,4.3016
ep-85350,CCOC(CC)COC,1.0007022174171754,8.309811224,-7.716875254,3.7833
ep-134285,CCC(C)OCC(C)C,0.8487690315801715,8.31089968,-7.571566485,12.3822
ep-125766,CCCOC(C)CCC,0.9266401676122323,8.406411623,-7.602587458,5.8468
ep-134288,CCCCOC(C)CC,0.8597178204127685,8.418384631,-7.60775762,10.3661
ep-86643,CCC(C)OCCOC,0.24422227605756008,8.254844237,-7.590886565,4.0045
ep-125184,CCOC(C)CC(C)C,0.8424341130664198,8.330219759,-7.579457785,7.3201
ep-125358,CCCCC(C)OCC,0.8772510417567287,8.352260977,-7.620546969,10.1245
ep-122083,CCOC(C)CCOC,0.8479276503192364,8.273075861,-7.671160136,138.1515
ep-85379,CCCOC(C)COC,0.9233070518568353,8.394982844,-7.583539492,4.8783
ep-85261,CCOCC(C)OCC,0.23064214446005304,8.347090815,-7.579185671,7.2809
ep-101232,CC(C)OCC(C)(C)C,0.975153715190476,8.426548045,-7.655105422,2.4192
ep-125777,CCC(C)COC(C)C,0.9680261530665187,8.425187476,-7.64639778,2.3001
ep-85247,COC(C)COC(C)C,0.9219383184129452,8.252667326,-7.68503794,8.5406
ep-125227,CC(C)CCOC(C)C,0.8797498816791034,8.384370406,-7.630887293,8.4239
ep-125395,CCCCCOC(C)C,0.8437120209579274,8.340560084,-7.562314616,13.5005
ep-122171,COCCCOC(C)C,0.853189557022306,8.230353995,-7.626533473,68.322
ep-86647,CCOCCOC(C)C,0.930534066766818,8.107086443,-7.73020883,8.8223
ep-134490,COC(OC)OC(C)C,0.633796690251204,7.65428908,-8.065725146,14.1176
ep-101493,COCOC(C)C(C)C,0.5930007979513978,7.661364039,-7.919872149,1.9135
